EJERCICIO,NUM_PED,ORDEN,INCISO,PAR_PRIN,PAR_PARC,CLASE,TIPO,JURISDICCION,PROGRAMA,ACTIV_PROY,ACTIV_OBRA,CANTIDAD,UNI_MED,DESCRIP_BIE,COSTO_UNI,PED_FECH_EMI,PED_OBSERVACIONES,PED_CODIGO_DEP,PED_COSTO_TOT
2026,153,4,2,9,3,1033,15,1110118000,46,0,0,2,3,CINTA AISLADORA - MATERIAL TELA - ANCHO 12MM - LONGITUD 25m.,4500,2026-01-07 00:00:00,"PROV.IVAN PERICO PRESUP.7915 REPUESTOS PARA VW LED013, COLECTIVO JZH266",000SU,178110
2026,153,5,2,9,6,4047,9999,1110118000,46,0,0,1,0,SOLENOIDE TIPO  3906398 12 V - SOLENOIDE TIPO  3906398 12 V (Genérico),35800,2026-01-07 00:00:00,"PROV.IVAN PERICO PRESUP.7915 REPUESTOS PARA VW LED013, COLECTIVO JZH266",000SU,178110
2026,767,2,2,9,9,4380,9999,1110104000,16,0,0,4,0,CINTA HIPOALERGENICA - CINTA HIPOALERGENICA 2.5 CM 12 ROLLOS,10027.2778,2026-02-20 00:00:00,MAX CONTINENTAL- PRESUPUESTO N° 20/02/2026,FARM,2463332.93
2026,767,3,2,9,5,2204,6,1110104000,16,0,0,400,3,GUIA DE SUERO - GUIA  PREMIUM V 14 CON RUEDITA,830.6699,2026-02-20 00:00:00,MAX CONTINENTAL- PRESUPUESTO N° 20/02/2026,FARM,2463332.93
2026,767,4,2,9,5,3342,15,1110104000,16,0,0,30,3,SONDAS - FOLEY DOBLE VIA - Nº 16 -2 VIAS,1162.9108,2026-02-20 00:00:00,MAX CONTINENTAL- PRESUPUESTO N° 20/02/2026,FARM,2463332.93
2026,767,5,2,9,5,1909,5,1110104000,16,0,0,300,146,"GUANTES USO MEDICINAL - GUANTES  7 Y 7 1/2 , MEDISPO",563.2703,2026-02-20 00:00:00,MAX CONTINENTAL- PRESUPUESTO N° 20/02/2026,FARM,2463332.93
2026,767,6,2,9,5,3358,1,1110104000,16,0,0,1500,3,JERINGAS - JERINGA  X 10 C.C.,126.8101,2026-02-20 00:00:00,MAX CONTINENTAL- PRESUPUESTO N° 20/02/2026,FARM,2463332.93
2026,767,7,2,9,5,5066,9999,1110104000,16,0,0,100,0,CAMISOLIN DE CIRUGIA - CAMISOLIN DE CIRUGIA 40 GR CON PUÑO,2161.9586,2026-02-20 00:00:00,MAX CONTINENTAL- PRESUPUESTO N° 20/02/2026,FARM,2463332.93
2026,767,8,2,9,5,473,9999,1110104000,16,0,0,50,0,GASA - GASA COSDA X 5 U,5843.5,2026-02-20 00:00:00,MAX CONTINENTAL- PRESUPUESTO N° 20/02/2026,FARM,2463332.93
2026,767,9,2,5,2,3353,2,1110104000,16,0,0,24,3,SOBRES POLIGLACTINA 910 O ACIDO POLIGLICOLICO - ACID 1,3814.4331,2026-02-20 00:00:00,MAX CONTINENTAL- PRESUPUESTO N° 20/02/2026,FARM,2463332.93
2026,767,10,2,5,2,3353,9999,1110104000,16,0,0,24,0,SOBRES POLIGLACTINA 910 O ACIDO POLIGLICOLICO - POLYGLICOLIC ACID 1,3814.4105,2026-02-20 00:00:00,MAX CONTINENTAL- PRESUPUESTO N° 20/02/2026,FARM,2463332.93
2026,767,11,2,5,2,3352,3,1110104000,16,0,0,24,3,SOBRES POLIPROPILENO MONOFILAMENTO - POLIGLICOLC 2 PGA,6468.599,2026-02-20 00:00:00,MAX CONTINENTAL- PRESUPUESTO N° 20/02/2026,FARM,2463332.93
2026,767,12,2,5,2,3355,3,1110104000,16,0,0,24,3,SOBRES NYLON MONOFILAMENTO - CALIBRE 2/0,1886.621,2026-02-20 00:00:00,MAX CONTINENTAL- PRESUPUESTO N° 20/02/2026,FARM,2463332.93
2026,767,13,2,9,5,5336,9999,1110104000,16,0,0,50,0,INSUMOS PARA EL HOSPITAL - PLCA PARA ELECTORBISTURI ADULTO,5175.5101,2026-02-20 00:00:00,MAX CONTINENTAL- PRESUPUESTO N° 20/02/2026,FARM,2463332.93
2026,767,14,2,9,5,473,1,1110104000,16,0,0,20,3,GASA - TEJIDA  10 X 10Cm X 50 POUCH,25097.325,2026-02-20 00:00:00,MAX CONTINENTAL- PRESUPUESTO N° 20/02/2026,FARM,2463332.93
2026,914,1,2,1,5,393,9999,1110109000,28,0,0,2,0,CABO DE MADERA - CABO DE MADERA (GENERICO),2500,2026-03-04 00:00:00,PRESUPUESTO N° 1031 - TERRANOVA QUIMICA - ARTICULOS PARA TAREAS DE LIMPIEZA EN EL POLIDEPORTIVO,DEP,42550
2026,914,2,2,9,1,1156,9999,1110109000,28,0,0,1,0,PLUMERO - PLUMERO (GENERICO),2750,2026-03-04 00:00:00,PRESUPUESTO N° 1031 - TERRANOVA QUIMICA - ARTICULOS PARA TAREAS DE LIMPIEZA EN EL POLIDEPORTIVO,DEP,42550
2026,914,3,2,9,9,7348,9999,1110109000,28,0,0,1,0,Pasa cera Plástico - Pasa cera Plástico (Genérico),4500,2026-03-04 00:00:00,PRESUPUESTO N° 1031 - TERRANOVA QUIMICA - ARTICULOS PARA TAREAS DE LIMPIEZA EN EL POLIDEPORTIVO,DEP,42550
2026,914,4,2,9,1,6086,9999,1110109000,28,0,0,1,0,PALO ESCOBILLON - PALO ESCOBILLON (Genérico),1800,2026-03-04 00:00:00,PRESUPUESTO N° 1031 - TERRANOVA QUIMICA - ARTICULOS PARA TAREAS DE LIMPIEZA EN EL POLIDEPORTIVO,DEP,42550
2026,914,5,2,9,1,2670,9999,1110109000,28,0,0,3,0,ESCOBILLA LIMPIA INODORO - ESCOBILLA LIMPIA INODORO (GENERICO),3700,2026-03-04 00:00:00,PRESUPUESTO N° 1031 - TERRANOVA QUIMICA - ARTICULOS PARA TAREAS DE LIMPIEZA EN EL POLIDEPORTIVO,DEP,42550
2026,914,6,2,9,1,2659,9999,1110109000,28,0,0,1,0,QUITASARRO - QUITASARRO (GENERICO),2300,2026-03-04 00:00:00,PRESUPUESTO N° 1031 - TERRANOVA QUIMICA - ARTICULOS PARA TAREAS DE LIMPIEZA EN EL POLIDEPORTIVO,DEP,42550
2026,914,7,2,9,1,6121,9999,1110109000,28,0,0,2,0,balde - balde (Genérico),3400,2026-03-04 00:00:00,PRESUPUESTO N° 1031 - TERRANOVA QUIMICA - ARTICULOS PARA TAREAS DE LIMPIEZA EN EL POLIDEPORTIVO,DEP,42550
2026,914,8,2,9,1,764,9999,1110109000,28,0,0,1,0,ESCOBILLON - ESCOBILLON (GENERICO),4100,2026-03-04 00:00:00,PRESUPUESTO N° 1031 - TERRANOVA QUIMICA - ARTICULOS PARA TAREAS DE LIMPIEZA EN EL POLIDEPORTIVO,DEP,42550
2026,914,9,2,9,1,3310,9999,1110109000,28,0,0,1,0,LIMPIADOR CREMOSO - LIMPIADOR CREMOSO (GENERICO) - CIF X 750,4200,2026-03-04 00:00:00,PRESUPUESTO N° 1031 - TERRANOVA QUIMICA - ARTICULOS PARA TAREAS DE LIMPIEZA EN EL POLIDEPORTIVO,DEP,42550
2026,981,1,2,9,6,980,9999,1110118000,46,0,0,1,0,PLAQUETA ELECTRONICA P/AUTO - PLAQUETA ELECTRONICA P/AUTO (GENERICO),92000,2026-03-09 00:00:00,"PROV.IVAN PERICO PRESUP.8088,8237,8241 REPEUSTOS PARA KYV355 LED010, SVN719",000SU,234650
2026,917,1,2,5,6,3443,9999,1110109000,28,0,0,1,0,ACEITES LUBRICANTES - ACEITES LUBRICANTES (GENERICO),20000,2026-03-04 00:00:00,PRESUPUESTO N° 6995- BATERIAS LA PRIMERA - ACEITE QUEMADO PARA MANTENIMIENTO DE QUEBRACHOS EN PARQUE ANCHORENA Y POLIDEPORTIVO,DEP,20000
2026,973,1,3,3,6,7315,9999,1110118000,46,0,0,1,0,TRABAJO DE PLOMERIA - TRABAJO DE PLOMERIA (Genérico) DESTAPE DE CAÑERIA CLOACAL EN CORRALON MUNICIPAL,380000,2026-03-09 00:00:00,PROV.ATMOSFERICO LA PRIMERA PRESUP.0246 DESTAPE DE CAÑERIA Y REGISTRO EN CORRALON MUNICIPAL,000SU,380000
2026,978,1,2,5,5,569,9999,1110118000,46,0,0,1,0,ANTIOXIDO SINTETICO CROMATO - ANTIOXIDO SINTETICO CROMATO (GENERICO),14635,2026-03-09 00:00:00,"PROV. SILVIA MAISTEGUI PRESUP.5922 PARA REPARAR TARIMAS,RAMPA DE RALLY,REPARACION EN VIVERO",000SU,267470
2026,978,2,2,7,9,400,9999,1110118000,46,0,0,1,0,CANDADO - CANDADO (GENERICO),27800,2026-03-09 00:00:00,"PROV. SILVIA MAISTEGUI PRESUP.5922 PARA REPARAR TARIMAS,RAMPA DE RALLY,REPARACION EN VIVERO",000SU,267470
2026,978,3,2,7,9,1648,12,1110118000,46,0,0,200,3,"BULON - MATERIAL HIERRO - DIAMETRO 1/2"" - LONGITUD 3"" - CABEZA HEXAGONAL - ROSCA WHITWORTH - PRESENTACION CAJA X 25.",314.25,2026-03-09 00:00:00,"PROV. SILVIA MAISTEGUI PRESUP.5922 PARA REPARAR TARIMAS,RAMPA DE RALLY,REPARACION EN VIVERO",000SU,267470
2026,978,4,2,7,9,1600,15,1110118000,46,0,0,600,3,"ARANDELA - MATERIAL HIERRO - TIPO PLANA - DIAMETRO INTERIOR 3/16"" - PRESENTACION CAJA X 144.",5.3,2026-03-09 00:00:00,"PROV. SILVIA MAISTEGUI PRESUP.5922 PARA REPARAR TARIMAS,RAMPA DE RALLY,REPARACION EN VIVERO",000SU,267470
2026,978,5,2,9,9,6959,9999,1110118000,46,0,0,2,0,MECHA ACERO RAPIDO - MECHA ACERO RAPIDO (Genérico),4250,2026-03-09 00:00:00,"PROV. SILVIA MAISTEGUI PRESUP.5922 PARA REPARAR TARIMAS,RAMPA DE RALLY,REPARACION EN VIVERO",000SU,267470
2026,978,6,2,5,5,570,22,1110118000,46,0,0,1,3,ESMALTE SINTETICO - COLOR MARFIL SEDA - CAPACIDAD 1L.,44625,2026-03-09 00:00:00,"PROV. SILVIA MAISTEGUI PRESUP.5922 PARA REPARAR TARIMAS,RAMPA DE RALLY,REPARACION EN VIVERO",000SU,267470
2026,978,7,2,9,9,2156,9999,1110118000,46,0,0,10,0,SOGA - SOGA (GENERICO),430,2026-03-09 00:00:00,"PROV. SILVIA MAISTEGUI PRESUP.5922 PARA REPARAR TARIMAS,RAMPA DE RALLY,REPARACION EN VIVERO",000SU,267470
2026,978,8,2,7,5,1059,9999,1110118000,46,0,0,2,0,PINCEL - PINCEL (GENERICO),8500,2026-03-09 00:00:00,"PROV. SILVIA MAISTEGUI PRESUP.5922 PARA REPARAR TARIMAS,RAMPA DE RALLY,REPARACION EN VIVERO",000SU,267470
2026,978,9,2,9,9,12513,9999,1110118000,46,0,0,15,0,MEDIA SOMBRA - MEDIA SOMBRA (Genérico),3900,2026-03-09 00:00:00,"PROV. SILVIA MAISTEGUI PRESUP.5922 PARA REPARAR TARIMAS,RAMPA DE RALLY,REPARACION EN VIVERO",000SU,267470
2026,978,10,2,7,5,13016,9999,1110118000,46,0,0,100,0,MECHA COPA - MECHA COPA (Genérico),204,2026-03-09 00:00:00,"PROV. SILVIA MAISTEGUI PRESUP.5922 PARA REPARAR TARIMAS,RAMPA DE RALLY,REPARACION EN VIVERO",000SU,267470
2026,978,11,2,7,5,1979,15,1110118000,46,0,0,2,3,"LLAVE HEXAGONAL - MEDIDAS 5,5MM - MATERIAL ACERO DE CROMO VANADIO.",2840,2026-03-09 00:00:00,"PROV. SILVIA MAISTEGUI PRESUP.5922 PARA REPARAR TARIMAS,RAMPA DE RALLY,REPARACION EN VIVERO",000SU,267470
2026,981,2,2,9,6,1107,9999,1110118000,46,0,0,1,0,MANIJA INTERIOR P/AUTOMOTOR - MANIJA INTERIOR P/AUTOMOTOR (GENERICO),52000,2026-03-09 00:00:00,"PROV.IVAN PERICO PRESUP.8088,8237,8241 REPEUSTOS PARA KYV355 LED010, SVN719",000SU,234650
2026,981,3,2,9,6,1525,4,1110118000,46,0,0,1,3,CORREA P/AUTOMOTOR/CAMION - MARCA KIA - MODELO BESTA - USO P/AIRE ACONDICIONADO.,10260,2026-03-09 00:00:00,"PROV.IVAN PERICO PRESUP.8088,8237,8241 REPEUSTOS PARA KYV355 LED010, SVN719",000SU,234650
2026,981,4,2,9,6,1525,8,1110118000,46,0,0,1,3,CORREA P/AUTOMOTOR/CAMION - MARCA MERCEDES BENZ 310D - MODELO 13 x 1350 CONT. - USO ARRANQUE,13270,2026-03-09 00:00:00,"PROV.IVAN PERICO PRESUP.8088,8237,8241 REPEUSTOS PARA KYV355 LED010, SVN719",000SU,234650
2026,981,5,2,9,6,1109,9999,1110118000,46,0,0,1,0,REGULADOR DE VOLTAJE P/AUTO - REGULADOR DE VOLTAJE P/AUTO (GENERICO),55420,2026-03-09 00:00:00,"PROV.IVAN PERICO PRESUP.8088,8237,8241 REPEUSTOS PARA KYV355 LED010, SVN719",000SU,234650
2026,981,6,2,9,6,2676,9999,1110118000,46,0,0,1,0,CARBON P/ MOTOR ARRANQUE - CARBON P/ MOTOR ARRANQUE (GENERICO),11700,2026-03-09 00:00:00,"PROV.IVAN PERICO PRESUP.8088,8237,8241 REPEUSTOS PARA KYV355 LED010, SVN719",000SU,234650
2026,984,1,2,5,6,793,9999,1110118000,46,0,0,6000,0,GAS OIL - GAS OIL (GENERICO),1708,2026-03-09 00:00:00,PROV. CASA ELICEIY GAS OIL PARA FLOTA VEHICULAR DE ESTA SECRETARIA,000SU,10248000
2026,985,1,2,5,6,793,9999,1110118000,48,0,0,2500,0,GAS OIL - GAS OIL (GENERICO),1708,2026-03-09 00:00:00,PROV. CASA ELICEIRY GAS OIL PARA MAQUINAS DE PREDIO DISPOSICION FINAL DE RESIDUOS RUTA 11 KM 405.5,BARU,4270000
2026,988,1,3,3,2,2460,1,1110118000,46,0,0,1,176,REPARACION DE CAMION - CAMIONETA - DESCRIPCION REP. MOTOR DE ARRANQUE.,160000,2026-03-09 00:00:00,PROV.ROCIO MORALES PRESUP.09.03 REPARACION PARA LED013N ASZ490,000SU,780000
2026,988,2,3,3,2,2460,9999,1110118000,46,0,0,1,0,REPARACION DE CAMION - CAMIONETA - REPARACION DE CAMION - CAMIONETA (GENERICO) CORONA DE ARRANQUE,620000,2026-03-09 00:00:00,PROV.ROCIO MORALES PRESUP.09.03 REPARACION PARA LED013N ASZ490,000SU,780000
2026,992,1,2,9,6,941,13,1110118000,46,0,0,1,3,BATERIA - DESTINO AUTOMOTOR - TENSION NOM. 12V - CAPACIDAD DE CORRIENTE 180A.,430000,2026-03-09 00:00:00,PROV. YANINA PECORARI PRESUP.5090 BARETIA PARA LED013,000SU,430000
2026,993,1,2,9,6,3810,9999,1110118000,46,0,0,2,0,CASOLETA CON RULEMAN - CASOLETA CON RULEMAN (GENERICO),42253.2,2026-03-09 00:00:00,"PROV.MERCEDES LA PLATA PRESUP.0216 REPUESTOS PARA XNE245,DMI232,LAN557,LED013",000SU,787121.82
2026,993,2,2,9,6,4426,9999,1110118000,46,0,0,1,0,CARDAN DE MOTOR - CARDAN DE MOTOR (Genérico),58588.2,2026-03-09 00:00:00,"PROV.MERCEDES LA PLATA PRESUP.0216 REPUESTOS PARA XNE245,DMI232,LAN557,LED013",000SU,787121.82
2026,993,3,2,9,6,11963,9999,1110118000,46,0,0,1,0,REPUESTO - REPUESTO (Genérico)SOPORTE,65971.62,2026-03-09 00:00:00,"PROV.MERCEDES LA PLATA PRESUP.0216 REPUESTOS PARA XNE245,DMI232,LAN557,LED013",000SU,787121.82
2026,993,4,2,9,6,3642,9999,1110118000,46,0,0,1,0,VALVULA - VALVULA (GENERICO),250470,2026-03-09 00:00:00,"PROV.MERCEDES LA PLATA PRESUP.0216 REPUESTOS PARA XNE245,DMI232,LAN557,LED013",000SU,787121.82
2026,993,5,2,4,3,627,13,1110118000,46,0,0,2,3,CORREA - MATERIAL CAUCHO - FORMA PLANA - TIPO DENTADA - SECCION 34 X 10 - LONGITUD PRIMITIVA 950MM.,69151.5,2026-03-09 00:00:00,"PROV.MERCEDES LA PLATA PRESUP.0216 REPUESTOS PARA XNE245,DMI232,LAN557,LED013",000SU,787121.82
2026,993,6,2,9,6,994,9999,1110118000,46,0,0,1,0,ABRAZADERA P/AUTOMOTOR - ABRAZADERA P/AUTOMOTOR (GENERICO),16661.7,2026-03-09 00:00:00,"PROV.MERCEDES LA PLATA PRESUP.0216 REPUESTOS PARA XNE245,DMI232,LAN557,LED013",000SU,787121.82
2026,993,7,2,9,6,3063,25,1110118000,46,0,0,1,0,FILTRO DE ACEITE P/VEHICULO - MARCA AL.IVECO DAILY 35/45/55 - MODELO FILT,60221.7,2026-03-09 00:00:00,"PROV.MERCEDES LA PLATA PRESUP.0216 REPUESTOS PARA XNE245,DMI232,LAN557,LED013",000SU,787121.82
2026,531,2,3,1,5,1384,9999,1110104000,16,0,0,6,0,DISTRIBUCION DE CORREOS - SERVICIO DE CARTA CERTIFICADA ENVIO DE CHIPS FILM,19490,2026-01-30 00:00:00,EXPEDIENTE 262/26 CONTRATO BIONICS INGENIERIA S.AS DEL 01/01/26 AL 30/06/26  CHIPS MONITOREO,SALA I,2653320
2026,531,1,3,5,9,13185,9999,1110104000,16,0,0,90,0,CHIPS MONITOREO FILM - CHIPS MONITOREO FILM MEDICIONES PARA PERSONAL TECNICO Y PROFESIONALES QUE ESTAN EN EXPOSICION RAYOS X,28182,2026-01-30 00:00:00,EXPEDIENTE 262/26 CONTRATO BIONICS INGENIERIA S.AS DEL 01/01/26 AL 30/06/26  CHIPS MONITOREO,SALA I,2653320
2026,533,1,3,3,3,4431,9999,1110104000,16,0,0,3,0,REPARACION Y MANTENIMIENTO DE PROCESADORA DE PELIC. RADIOGRAFICAS Y TOMOGRAFO - SERVICIO MENSUAL MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA EL TOMOGRAFO MARCA NEUSOFT MODELO NEUVIZ ACE SP (32)  CORRESPONDIENTE AL PERIODO 01/01/26 AL 31/03/2026,1466327,2026-01-30 00:00:00,EXPEDIENTE 154/2026 CONTRATO BIONUCLEAR DEL 01/01/2026 AL 31/03/2026 SERVICIO MANTENIMIENTO TOMOGRAFO,SALA I,4398981
2026,636,1,2,9,6,6577,9999,1110111000,23,0,0,1,0,"FILTROS VARIOS - FILTROS VARIOS (Genérico) DE AIRE, DE GAS-OIL FLEETGUARD, ACEITE FLEETGUARD,DE GAS-OIL,HIDRAULICO MAYADO, HIDRAULICO GDE, PARA EXCAVADORA SOBRE ORUGAS LIUGONG, DOMINIO EPK07",815489.79,2026-02-11 00:00:00,"PRESUPUESTO 0001-00007390, ZMG ARGENTINA",CAS,815489.79
2026,639,1,2,1,1,514,9999,1110104000,16,0,0,1,0,SAL - SAL (GENERICO) PARA ESTERLIZACION,500000,2026-02-11 00:00:00,"PREVISION, ANDRES PONSA S.A",HOSP,500000
2026,669,1,2,4,4,2593,9999,1110101000,1,0,0,1,0,PARCHE P/CAMARA - PARCHE P/CAMARA (GENERICO)VENTO LFN114,8000,2026-02-11 00:00:00,"PRESUPUESTO 4014, PASO AGUSTIN",INT,8000
2026,702,1,2,1,1,669,4,1110111000,23,0,0,1000,1,PAN - TIPO FRANCES - PRESENTACION HASTA 11 PIEZAS,4000,2026-02-12 00:00:00,"PREVISION, FURNO VANESA SOLEDAD",CAS,4000000
2026,825,1,3,3,1,2244,9999,1110112000,1,0,0,1,0,INSTALACION ELECTRICA - INSTALACION ELECTRICA (GENERICO)REEPLAZO DE PLAFONES EN DEPOSITO,25000,2026-02-25 00:00:00,"PRESUPUESTO 046, LOMBERA CARLOS",CONTRA,25000
2026,834,1,2,9,6,12717,9999,1110112000,1,0,0,2,0,PLAFON LED - PLAFON LED (Genérico),13048,2026-02-25 00:00:00,"PRESUPUESTO 30086, SUC DANNUNZIO JORGE",CONTRA,30121
2026,834,2,2,9,3,11011,9999,1110112000,1,0,0,1,0,Lampara led - Lampara led (Genérico),4025,2026-02-25 00:00:00,"PRESUPUESTO 30086, SUC DANNUNZIO JORGE",CONTRA,30121
2026,840,1,3,5,9,2170,9999,1110109000,28,0,0,1,0,"SERVICIO DE LUCES Y  SONIDO - SERVICIO DE LUCES Y  SONIDO (GENERICO) Y PANTALLA, PARA RALLY",850000,2026-02-26 00:00:00,"PRESUPUESTO 000, CASTRO PATRICIO DANIEL",DEP,850000
2026,570,2,4,3,5,2146,9999,1110104000,16,0,0,2,0,"MONITOR PLANO - MONITOR PLANO 22"" PC BOX - PCB M22 VGA/HDM PARA CONSULTORIO PEDIATRIA 
MONITOR PLANO 22"" PC BOX - PCB M22 VGA/HDM PARA INTERNACION",146500,2026-02-04 00:00:00,PRESUPUESTO 803 MARTIN FERNANDO,HOSP,1751500
2026,527,2,2,5,8,819,9999,1110104000,16,0,0,60,0,TARUGO FISCHER - TARUGO FISCHER CTOPE Nº 8 X UNIDAD,68,2026-01-30 00:00:00,PRESUPUESTO 9689 SAGITARIO,INTER,368508.33
2026,527,3,2,7,9,644,1,1110104000,16,0,0,60,180,TORNILLO - TORNILLO P/TARUGO 8 10X1 1 3/4,83,2026-01-30 00:00:00,PRESUPUESTO 9689 SAGITARIO,INTER,368508.33
2026,527,4,2,7,9,644,2,1110104000,16,0,0,30,180,TORNILLO -  TORNILLO 11 MECHA 8X9/16,38,2026-01-30 00:00:00,PRESUPUESTO 9689 SAGITARIO,INTER,368508.33
2026,527,5,2,9,9,8114,9999,1110104000,16,0,0,100,0,TORNILLOS - TORNILLOS T 2 MECHA 6 X 1/16,40,2026-01-30 00:00:00,PRESUPUESTO 9689 SAGITARIO,INTER,368508.33
2026,527,6,2,6,5,1740,1,1110104000,16,0,0,2,3,PLACA DURLOCK - PLACA EXTERIOR RECTO 8MM240X 12,82724,2026-01-30 00:00:00,PRESUPUESTO 9689 SAGITARIO,INTER,368508.33
2026,527,7,2,6,5,1740,2,1110104000,16,0,0,1,3,PLACA DURLOCK - USO MULTIPLES PLACA RECTO,62079,2026-01-30 00:00:00,PRESUPUESTO 9689 SAGITARIO,INTER,368508.33
2026,761,1,4,8,1,1464,9999,1110112000,1,0,0,1,0,SOFTWARE ESPECIFICO - SOFTWARE ESPECIFICO (GENERICO)  portal de proveedores sistema madariaga GXP  optimizar comunicacion con proveedores,3630000,2026-02-20 00:00:00,desarrollo de software portal de proveedores,CONTAD,3630000
2026,762,1,3,2,9,5387,9999,1110112000,1,0,0,10,0,ALQUILERES - ALQUILERES (Genérico) alquiler de hosting para alojar portal de proveedores,22000,2026-02-20 00:00:00,hosting alojamiento de portal de proveedores,CONTAD,220000
2026,779,1,3,4,6,8886,9999,1110113000,42,0,0,7,0,SERVICIO TECNICO Y PROFESIONAL - SERVICIO TECNICO Y PROFESIONAL (repatacion de 7 handy),85000,2026-02-23 00:00:00,"Miguel Lopez, presupuesto (COM)",SECSEG,595000
2026,789,1,2,1,1,513,9999,1110104000,16,0,0,1,0,FLAN - 5 FLAN ORLOC VAINILLA 1KG,56000,2026-02-24 00:00:00,PROVEDURIA LA ILUSION - PRESUPUESTO N° 21424 (COCINA HOSPITAL),COC,115200
2026,789,2,2,1,1,510,9999,1110104000,16,0,0,1,0,GELATINA - 5 GELATINA FRUTILLA 1KG,56000,2026-02-24 00:00:00,PROVEDURIA LA ILUSION - PRESUPUESTO N° 21424 (COCINA HOSPITAL),COC,115200
2026,789,3,2,1,1,5796,9999,1110104000,16,0,0,2,0,BEBIDAS VARIAS - AGUA SABORIZADA BAGGIO,1600,2026-02-24 00:00:00,PROVEDURIA LA ILUSION - PRESUPUESTO N° 21424 (COCINA HOSPITAL),COC,115200
2026,790,1,2,1,1,541,9999,1110104000,16,0,0,20.96,0,CARNE - BONDIOLA,9900,2026-02-24 00:00:00,MADA POY - PRESUPUESTO 1-965 SEMANA DEL 16/01/26 AL 22/01/26,HOGANC,1780668
2026,790,2,2,1,1,541,9,1110104000,16,0,0,18.8,1,CARNE - BIFE CUADRIL,15990,2026-02-24 00:00:00,MADA POY - PRESUPUESTO 1-965 SEMANA DEL 16/01/26 AL 22/01/26,HOGANC,1780668
2026,790,3,2,1,1,541,10,1110104000,16,0,0,22.74,1,CARNE - OJO BIFE,20500,2026-02-24 00:00:00,MADA POY - PRESUPUESTO 1-965 SEMANA DEL 16/01/26 AL 22/01/26,HOGANC,1780668
2026,790,4,2,1,1,541,6,1110104000,16,0,0,20,1,CARNE - PICADA,13500,2026-02-24 00:00:00,MADA POY - PRESUPUESTO 1-965 SEMANA DEL 16/01/26 AL 22/01/26,HOGANC,1780668
2026,790,5,2,1,1,541,29,1110104000,16,0,0,20.58,1,CARNE - PECETO,17900,2026-02-24 00:00:00,MADA POY - PRESUPUESTO 1-965 SEMANA DEL 16/01/26 AL 22/01/26,HOGANC,1780668
2026,790,6,2,1,1,541,38,1110104000,16,0,0,12,1,CARNE - LENGUA,14000,2026-02-24 00:00:00,MADA POY - PRESUPUESTO 1-965 SEMANA DEL 16/01/26 AL 22/01/26,HOGANC,1780668
2026,791,1,2,1,1,541,19,1110104000,16,0,0,26.8,1,CARNE - PALETA,13500,2026-02-24 00:00:00,MADA POY - PRESUPUESTO N° 1-966 SEMANA DEL 23/01/26 AL 30/01/2026,COC,1310844
2026,791,2,2,1,1,541,9999,1110104000,16,0,0,42.67,0,CARNE - BONDIOLA,9900,2026-02-24 00:00:00,MADA POY - PRESUPUESTO N° 1-966 SEMANA DEL 23/01/26 AL 30/01/2026,COC,1310844
2026,791,3,2,1,1,541,1,1110104000,16,0,0,13.9,1,CARNE - MILANESA,17490,2026-02-24 00:00:00,MADA POY - PRESUPUESTO N° 1-966 SEMANA DEL 23/01/26 AL 30/01/2026,COC,1310844
2026,791,4,2,1,1,541,18,1110104000,16,0,0,21,1,CARNE - ROAST BEEF,13500,2026-02-24 00:00:00,MADA POY - PRESUPUESTO N° 1-966 SEMANA DEL 23/01/26 AL 30/01/2026,COC,1310844
2026,792,1,2,1,1,541,19,1110104000,16,0,0,31.5,1,CARNE - PALETA,14500,2026-02-24 00:00:00,MADA POY - PRESUPUESTO N° 1-978 SEMANA DEL 02/02/26 AL 09/02/26,COC,1035799
2026,792,2,2,1,1,541,7,1110104000,16,0,0,21.2,1,CARNE - PICADA,14500,2026-02-24 00:00:00,MADA POY - PRESUPUESTO N° 1-978 SEMANA DEL 02/02/26 AL 09/02/26,COC,1035799
2026,792,3,2,1,1,541,1,1110104000,16,0,0,15.1,1,CARNE - MILANESA DE BOLA DE LOMO,17990,2026-02-24 00:00:00,MADA POY - PRESUPUESTO N° 1-978 SEMANA DEL 02/02/26 AL 09/02/26,COC,1035799
2026,793,1,2,9,1,713,9999,1110104000,16,0,0,10,0,TRAPO DE PISO - TRAPO DE PISO,1012.77,2026-02-24 00:00:00,JUAN MARTIN CORREA LORENTE - PRESUPUESTO N° 1-73,HOGANC,185293.58
2026,793,2,2,9,1,638,9999,1110104000,16,0,0,6,0,LAVANDINA - LAVANDINA CONCENTRADA MC 5LTS,4900,2026-02-24 00:00:00,JUAN MARTIN CORREA LORENTE - PRESUPUESTO N° 1-73,HOGANC,185293.58
2026,793,3,2,9,1,637,9999,1110104000,16,0,0,4,0,DETERGENTE - DETERGENTE NEUTRO MC 5LTS,10200,2026-02-24 00:00:00,JUAN MARTIN CORREA LORENTE - PRESUPUESTO N° 1-73,HOGANC,185293.58
2026,793,4,2,9,1,8006,9999,1110104000,16,0,0,4,0,Desodorante para piso - DESODORANTE PARA PISOS MC 5LTS,5300,2026-02-24 00:00:00,JUAN MARTIN CORREA LORENTE - PRESUPUESTO N° 1-73,HOGANC,185293.58
